,department id:2,department id:3,department id:4,department id:5,department id:6,department id:7,department id:8,department id:9,department id:10,department id:11,department id:12
Burnsville,"(44.74582672, -93.2881546)","(44.74563217, -93.28659821)","(44.75406647, -93.31303406)","(44.74582672, -93.2881546)","(44.77007294, -93.28409576)","(44.74563217, -93.28659821)",,,"(44.74595642, -93.28884125)",,
Florissant,"(38.80710983, -90.29780579)","(38.77738571, -90.28092957)","(38.79660034, -90.34640503)","(38.79660034, -90.34640503)","(38.77738571, -90.28092957)","(38.79660034, -90.34640503)","(38.79660034, -90.34640503)","(38.79660034, -90.34640503)","(38.77738571, -90.28092957)","(38.79660034, -90.34640503)",
Alpharetta,"(34.04819489, -84.28585053)","(33.99850845, -84.2793808)","(33.99850845, -84.2793808)","(33.99850845, -84.2793808)","(33.99850845, -84.2793808)","(33.99850845, -84.2793808)",,"(33.99850845, -84.2793808)","(33.99850845, -84.2793808)",,
Westerville,"(40.11835098, -82.92810822)","(40.09212112, -82.92552948)","(40.0830574, -82.92830658)","(40.11835098, -82.92810822)","(40.09212112, -82.92552948)","(40.11835098, -82.92810822)",,"(40.11835098, -82.92810822)",,,"(40.11835098, -82.92810822)"
Upland,"(34.10403824, -117.6700363)","(34.10403824, -117.6700363)","(34.08917618, -117.6508942)","(34.10403824, -117.6700363)","(41.81364441, -122.4997787)","(34.10403824, -117.6700363)",,"(34.08917618, -117.6508942)",,,"(34.08917618, -117.6508942)"
Medina,"(41.0987854, -81.99089813)","(41.13618469, -81.73908234)","(41.09221649, -81.86427307)","(41.13750076, -81.83145905)",,"(41.0987854, -81.99089813)",,"(41.0987854, -81.99089813)","(41.0987854, -81.99089813)",,
Waukegan,"(42.365345, -87.83589935)","(42.01370239, -87.80236816)","(42.365345, -87.83589935)","(42.365345, -87.83589935)","(42.365345, -87.83589935)","(42.365345, -87.83589935)","(42.01863098, -87.80272675)","(42.365345, -87.83589935)","(42.365345, -87.83589935)","(42.365345, -87.83589935)",
Lake Forest,"(33.64315033, -117.6942673)","(39.18449783, -120.1139069)","(33.64315033, -117.6942673)","(33.67146683, -117.6608505)","(38.55315399, -121.395546)","(34.1461792, -116.9853134)",,"(33.67146683, -117.6608505)","(33.67146683, -117.6608505)",,"(33.67146683, -117.6608505)"
Placentia,"(33.78368378, -117.0190964)","(33.87410355, -117.8788986)","(33.8711319, -117.8721771)","(33.8795166, -117.8717194)","(33.8711319, -117.8721771)","(33.8795166, -117.8717194)",,"(33.99459839, -117.9534302)",,,"(33.78368378, -117.0190964)"
Bayamon,,"(18.38011932, -66.18312836)","(18.28805351, -66.12950897)","(18.37964439, -66.23396301)","(18.38011932, -66.18312836)","(18.38011932, -66.18312836)","(18.38011932, -66.18312836)","(18.38011932, -66.18312836)","(18.38011932, -66.18312836)",,
Cincinnati,,"(39.13246918, -84.59480286)","(39.13437271, -84.61164856)","(39.13437271, -84.61164856)","(39.28839493, -84.3508606)","(39.13437271, -84.61164856)","(39.36290741, -84.39199066)",,"(39.13246918, -84.59480286)",,
Germantown,,"(39.1836586, -77.26545715)","(39.19226837, -77.24241638)","(38.89345551, -76.52443695)","(39.1836586, -77.26545715)","(39.19226837, -77.24241638)",,"(39.1836586, -77.26545715)",,,"(39.1836586, -77.26545715)"
Oviedo,,"(28.69241142, -81.18167877)","(28.62217712, -81.20755768)","(28.62217712, -81.20755768)","(28.62217712, -81.20755768)","(28.62217712, -81.20755768)",,,,,
North Tonawanda,,"(43.06056595, -78.8788681)","(43.02910233, -78.87342072)","(43.02910233, -78.87342072)","(43.02910233, -78.87342072)","(43.02910233, -78.87342072)",,,"(43.02910233, -78.87342072)",,
Morristown,,"(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)","(40.79858398, -74.4823761)",
Bend,,"(44.07599258, -120.9686584)","(44.07599258, -120.9686584)","(44.07599258, -120.9686584)","(44.07599258, -120.9686584)","(44.06685257, -121.3025894)","(44.07599258, -120.9686584)","(44.07599258, -120.9686584)","(44.07599258, -120.9686584)",,
Del Rio,,"(29.77310181, -100.6121979)","(33.45428085, -111.9272156)","(33.45428085, -111.9272156)","(29.77310181, -100.6121979)","(29.58863449, -100.9591904)",,"(29.77310181, -100.6121979)","(29.61427498, -100.9267578)",,"(29.58872604, -100.9480209)"
Bountiful,,"(40.84365463, -111.8795013)","(40.89128113, -111.8874054)","(40.89128113, -111.8874054)","(40.89128113, -111.8874054)","(40.88437271, -111.8458023)",,"(40.89128113, -111.8874054)","(40.89128113, -111.8874054)",,
Plymouth,,"(41.92736816, -70.7484436)","(41.92736816, -70.7484436)","(41.95851135, -70.66861725)","(41.92156601, -70.79362488)","(41.92736816, -70.7484436)",,"(41.92736816, -70.7484436)",,,
Santa Clara,,"(37.34420395, -121.9884415)","(37.34420395, -121.9884415)","(37.34420395, -121.9884415)","(37.34420395, -121.9884415)","(37.34420395, -121.9884415)",,,"(37.34420395, -121.9884415)",,"(37.34420395, -121.9884415)"
Union,,"(40.70845795, -74.25527954)","(40.70845795, -74.25527954)","(40.70845795, -74.25527954)","(40.70845795, -74.25527954)","(40.70845795, -74.25527954)","(40.70845795, -74.25527954)",,,,
Westminster,,"(33.74983597, -118.0129929)","(33.75925064, -117.9877853)","(33.75910568, -117.9995575)","(33.74672318, -118.0152664)","(33.75820923, -118.0019073)",,"(33.74514389, -118.0138626)","(33.74514389, -118.0138626)","(33.74983597, -118.0129929)",
San Juan,,"(18.38596916, -66.0940094)","(18.39179802, -66.10529327)","(36.81546021, -121.5247345)","(18.39179802, -66.10529327)","(18.38596916, -66.0940094)","(26.26675415, -98.14239502)","(18.38596916, -66.0940094)","(18.38596916, -66.0940094)",,"(32.19956207, -111.0086136)"
Vega Baja,,"(18.4360466, -66.47956848)","(18.44484711, -66.38641357)","(18.44484711, -66.38641357)","(18.44484711, -66.38641357)","(18.44484711, -66.38641357)",,"(18.44484711, -66.38641357)","(18.44484711, -66.38641357)","(18.44484711, -66.38641357)",
Mayaguez,,"(18.20005035, -67.14024353)","(18.20005035, -67.14024353)","(18.20005035, -67.14024353)","(18.20005035, -67.14024353)","(18.20005035, -67.14024353)",,,"(18.20005035, -67.14024353)",,
San Sebastian,,"(18.33710861, -66.99221802)","(39.49591446, -98.98998261)","(39.49591446, -98.98998261)","(39.49591446, -98.98998261)","(18.33710861, -66.99221802)",,"(18.33710861, -66.99221802)","(18.33710861, -66.99221802)",,"(18.33710861, -66.99221802)"
Algonquin,,"(42.17568588, -88.37289429)","(42.18404388, -88.25746918)","(42.17575073, -88.32157135)","(42.17562866, -88.34886932)","(42.17570114, -88.36767578)",,"(42.17568588, -88.37289429)","(42.17562866, -88.34886932)",,"(42.17562866, -88.34886932)"
Buena Park,,"(33.86104965, -117.9979782)","(33.83950424, -118.011467)","(33.83950424, -118.011467)","(34.13899231, -118.3884659)","(33.83950424, -118.011467)",,"(34.13899231, -118.3884659)",,,
Carlsbad,,"(33.13601303, -117.3376236)","(34.15605545, -116.4346085)","(33.0895195, -117.2552032)","(33.0895195, -117.2552032)","(33.0895195, -117.2552032)",,"(33.0895195, -117.2552032)","(33.0895195, -117.2552032)",,
Hacienda Heights,,,"(33.97114563, -117.9650879)","(33.97114563, -117.9650879)","(34.00875855, -117.9636078)","(34.00875855, -117.9636078)",,,"(33.97114563, -117.9650879)",,
West Lafayette,,"(40.41675949, -87.09310913)","(40.41675949, -87.09310913)","(40.4454422, -87.05867004)","(40.4454422, -87.05867004)","(40.48130035, -87.04908752)",,,,,"(40.4454422, -87.05867004)"
La Mirada,,"(33.9031601, -117.9898758)","(33.9031601, -117.9898758)","(33.9031601, -117.9898758)","(34.09380341, -118.3155136)","(33.15592957, -117.111969)",,,,,
North Bergen,,"(40.77746964, -74.03488159)","(29.54001236, -95.71935272)","(40.77748871, -74.034935)","(40.80894089, -74.0328598)","(40.77746964, -74.03488159)","(40.79859161, -74.00170898)","(40.79859161, -74.00170898)","(40.77699661, -74.03401947)",,
Madison,,"(43.09559631, -89.35118866)","(43.09559631, -89.35118866)","(43.09559631, -89.35118866)","(43.09559631, -89.35118866)","(43.09559631, -89.35118866)",,,"(43.09559631, -89.35118866)","(43.09559631, -89.35118866)",
North Las Vegas,,"(36.19946671, -115.1088638)","(36.19946671, -115.1088638)","(36.19946671, -115.1088638)","(36.19946671, -115.1088638)","(36.19946671, -115.1088638)",,"(36.24917603, -115.0396881)","(36.26998138, -115.0038986)","(36.19946671, -115.1088638)",
Methuen,,"(42.77627945, -71.15115356)","(42.72396851, -71.18476868)","(42.72396851, -71.18476868)","(42.74373627, -71.16481781)","(42.72396851, -71.18476868)","(42.72396851, -71.18476868)","(42.72396851, -71.18476868)","(42.72396851, -71.18476868)",,
Winnetka,,"(34.23071671, -118.5709991)","(34.23071671, -118.5709991)","(34.23071671, -118.5709991)","(32.66745758, -117.0288773)","(34.24567032, -118.5734177)",,"(34.20909119, -118.5710068)","(34.20909119, -118.5710068)","(34.20909119, -118.5710068)",
Mcallen,,"(26.22070694, -98.25016022)","(26.20558739, -98.23548889)","(26.22070694, -98.25016022)","(26.20684242, -98.24909973)","(26.20684242, -98.24909973)","(26.20558739, -98.23548889)","(26.20558739, -98.23548889)",,,
Silver Spring,,"(39.04636002, -76.98272705)","(39.09303665, -77.07357788)","(39.04636002, -76.98272705)","(39.04636002, -76.98272705)","(38.9915657, -77.02620697)",,"(39.09303665, -77.07357788)","(39.09303665, -77.07357788)",,"(39.09303665, -77.07357788)"
Colorado Springs,,"(38.80318832, -104.780426)","(38.77690125, -104.8097305)","(38.84942627, -104.9264526)","(38.90581513, -104.7751541)","(38.84238052, -104.8548813)",,"(38.77690125, -104.8097305)","(38.90581513, -104.7751541)",,
Chino,,"(34.00605393, -117.7307358)","(34.03118897, -117.6896515)","(34.03118897, -117.6896515)","(34.03118897, -117.6896515)","(34.00605393, -117.7307358)","(34.01189423, -117.6691589)",,"(34.03118897, -117.6896515)",,
Marion,,"(40.64899445, -83.12088776)","(40.49951935, -83.28917694)","(40.7018013, -83.07437134)",,"(40.7018013, -83.07437134)",,,"(40.7018013, -83.07437134)",,
Lodi,,"(38.11602402, -121.3637238)","(38.11603546, -121.3676147)","(38.11603546, -121.3676147)","(38.11602402, -121.3637238)","(38.13113022, -121.2674866)",,,,,
Chandler,,"(33.30541992, -111.9054337)","(33.30541992, -111.9054337)","(33.30039215, -111.8709564)","(33.3062439, -111.8123245)","(33.29928207, -111.8414688)",,"(33.3062439, -111.8123245)","(33.30550385, -111.9373779)","(33.30039215, -111.8709564)",
Massapequa,,,"(40.67998123, -73.4734726)","(40.67998123, -73.4734726)","(40.67998123, -73.4734726)","(40.67998123, -73.4734726)",,,"(40.67998123, -73.4734726)",,
West New York,,"(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)","(40.78874207, -74.00895691)",,"(40.78874207, -74.00895691)"
Lansdale,,"(40.24931717, -75.25538635)","(40.25177002, -75.25344849)","(40.24931717, -75.25538635)","(40.24383545, -75.28388214)","(40.24383545, -75.28388214)",,"(40.24383545, -75.28388214)","(40.24383545, -75.28388214)",,
Huntington Station,,"(40.76157761, -73.97176361)","(40.76157761, -73.97176361)","(40.76157761, -73.97176361)","(40.85473633, -73.39848328)","(40.85473633, -73.39848328)",,,"(40.85694122, -73.39685822)",,
Meridian,,"(43.6126976, -116.3935699)","(43.6126976, -116.3935699)","(43.56052399, -116.3960342)","(43.56052399, -116.3960342)","(43.58177948, -116.3938828)",,"(43.56079865, -116.3938599)","(43.56079865, -116.3938599)","(43.55168533, -116.3939133)",
Baldwin Park,,"(34.10283661, -117.9670868)","(34.05632019, -117.9926605)","(34.10283661, -117.9670868)","(34.0946846, -117.9660568)","(34.10283661, -117.9670868)",,"(34.0946846, -117.9660568)","(34.10251999, -117.9649735)",,
Toms River,,"(39.95728302, -74.19393158)","(39.95728302, -74.19393158)","(39.95728302, -74.19393158)","(39.95728302, -74.19393158)","(39.95728302, -74.19393158)",,"(39.95728302, -74.19393158)","(39.95728302, -74.19393158)",,"(39.95728302, -74.19393158)"
Ewa Beach,,"(21.33713913, -158.0259857)","(21.31185532, -158.0046844)","(21.31185532, -158.0046844)","(21.31185532, -158.0046844)","(21.31185532, -158.0046844)",,"(21.33713913, -158.0259857)",,"(21.33713913, -158.0259857)",
Chillicothe,,"(39.42864227, -82.93689728)","(39.42864227, -82.93689728)","(39.42864227, -82.93689728)","(39.42864227, -82.93689728)","(39.42864227, -82.93689728)",,"(39.33096314, -82.97971344)",,"(39.33096314, -82.97971344)",
Grand Prairie,,"(32.6425972, -97.02174377)","(32.66119003, -97.02310181)","(32.6425972, -97.02174377)","(32.6425972, -97.02174377)","(32.66630554, -97.0099411)",,"(32.66630554, -97.0099411)","(32.6425972, -97.02174377)",,
Aguadilla,,,"(18.44935989, -67.15180206)","(18.44935989, -67.15180206)",,"(18.44935989, -67.15180206)",,,,,
Ballwin,,"(38.58826065, -90.49710083)","(38.58826065, -90.49710083)","(38.58180618, -90.5594635)","(38.58180618, -90.5594635)","(38.58180618, -90.5594635)",,"(38.58826065, -90.49710083)",,"(38.58826065, -90.49710083)","(38.58826065, -90.49710083)"
New Braunfels,,"(29.73966026, -98.10388947)","(29.69708443, -98.12406158)","(29.69708443, -98.12406158)","(29.73966026, -98.10388947)","(29.69708443, -98.12406158)",,"(29.69708443, -98.12406158)","(29.69708443, -98.12406158)",,
Pharr,,"(26.19762421, -98.19145203)","(26.19762421, -98.19145203)","(26.19762421, -98.19145203)","(26.19762421, -98.19145203)","(26.19762421, -98.19145203)",,"(26.19762421, -98.19145203)","(26.19762421, -98.19145203)",,
Annandale,,"(38.81283569, -77.18642426)","(38.81951523, -77.19006348)","(38.82551575, -77.21334839)","(38.81079865, -77.23722076)","(38.81079865, -77.23722076)",,"(38.81283569, -77.18642426)","(38.81283569, -77.18642426)",,"(38.81079865, -77.23722076)"
El Cajon,,"(32.78676987, -116.9780884)","(32.75515366, -117.1214523)","(32.79130173, -116.9535141)","(32.79130173, -116.9535141)","(32.75515366, -117.1214523)",,"(32.79130173, -116.9535141)","(32.79130173, -116.9535141)",,"(32.80217743, -116.9388351)"
Orange Park,,"(30.18182945, -81.74115753)","(30.18182945, -81.74115753)","(30.18182945, -81.74115753)","(30.18182945, -81.74115753)","(30.18182945, -81.74115753)",,"(30.16031838, -81.70098877)","(30.18182945, -81.74115753)",,
Stone Mountain,,"(33.81931305, -84.17552948)","(33.81931305, -84.17552948)","(33.84238815, -84.14098358)","(33.81931305, -84.17552948)","(33.82987595, -84.14959717)",,"(33.81931305, -84.17552948)",,,
Laguna Hills,,"(33.61217499, -117.7096787)","(33.61217499, -117.7096787)","(33.61217499, -117.7096787)","(33.61217499, -117.7096787)","(33.61217499, -117.7096787)",,,,,
Goleta,,"(34.41292954, -119.8607178)","(34.41292954, -119.8607178)","(34.41292954, -119.8607178)","(34.41292954, -119.8607178)","(34.41292954, -119.8607178)","(34.41292954, -119.8607178)","(34.41292954, -119.8607178)",,,
Alameda,,"(37.76644898, -122.2498398)","(37.77148056, -122.2670288)","(37.76644898, -122.2498398)","(37.76644898, -122.2498398)","(37.76644898, -122.2498398)",,,,,
Rock Hill,,"(34.80184555, -81.09809113)","(34.82991028, -81.10264587)","(34.82991028, -81.10264587)","(34.82991028, -81.10264587)","(34.82991028, -81.10264587)",,,,,"(34.80184555, -81.09809113)"
Chula Vista,,"(32.65029907, -117.0454941)","(32.64635468, -117.0613861)","(32.64635468, -117.0613861)","(32.63767242, -117.0667648)","(32.64635468, -117.0613861)",,"(32.64323425, -117.061615)","(32.61114121, -117.0736618)","(32.64635468, -117.0613861)",
Martinez,,"(38.01280975, -122.1327438)","(38.01199341, -122.1196899)","(38.01199341, -122.1196899)","(38.01280975, -122.1327438)","(38.00925446, -122.1187134)","(38.01199341, -122.1196899)",,,,"(38.01199341, -122.1196899)"
Jackson,,"(42.24430847, -84.27008057)","(42.24430847, -84.27008057)","(42.158638, -84.42723084)","(42.24430847, -84.27008057)","(42.24430847, -84.27008057)",,,"(42.15800095, -84.4278183)",,
Arlington,,"(38.86608124, -77.19551849)","(38.86608124, -77.19551849)","(38.86608124, -77.19551849)","(38.86608124, -77.19551849)","(32.72062683, -97.06020355)",,,"(32.72062683, -97.06020355)",,"(32.72062683, -97.06020355)"
Lawrenceville,,"(33.94185257, -84.08663178)","(33.92562866, -84.06614685)","(33.92562866, -84.06614685)","(29.74219513, -95.47000122)","(33.92562866, -84.06614685)","(33.9720993, -84.02496338)","(33.9720993, -84.02496338)",,,
Hollister,,"(36.9788475, -121.3809204)","(36.91552353, -121.3549042)","(36.82347107, -121.377739)","(36.82347107, -121.377739)","(36.82347107, -121.377739)",,"(36.8093338, -121.3459778)","(36.8093338, -121.3459778)",,
Edison,,"(40.5020752, -74.40885162)","(40.52410889, -74.39279938)","(40.52410889, -74.39279938)","(40.5020752, -74.40885162)","(40.5020752, -74.40885162)",,,"(40.52410889, -74.39279938)",,"(40.5020752, -74.40885162)"
North Hollywood,,"(34.16981888, -118.3789902)","(32.90361786, -117.0988388)","(34.16209412, -118.344223)","(34.16981888, -118.3789902)","(34.16981888, -118.3789902)","(34.16981888, -118.3789902)","(34.16981888, -118.3789902)","(34.19001389, -118.3489761)",,
Allentown,,"(40.56148911, -75.47788239)","(40.60349274, -75.472435)","(40.60349274, -75.472435)","(40.60349274, -75.472435)","(40.60349274, -75.472435)",,"(40.56148911, -75.47788239)",,,
Beaverton,,"(45.5220108, -122.8633347)","(45.5220108, -122.8633347)","(45.5220108, -122.8633347)","(45.43399048, -122.8325806)","(45.48323059, -122.8469543)","(45.5220108, -122.8633347)","(45.5220108, -122.8633347)","(45.43399048, -122.8325806)",,"(45.5220108, -122.8633347)"
Rialto,,"(34.1004982, -117.3561707)","(34.1004982, -117.3561707)","(34.1004982, -117.3561707)",,"(34.1004982, -117.3561707)",,,,,"(34.1004982, -117.3561707)"
Danbury,,"(39.3490448, -84.37216187)","(41.39585114, -73.45462036)","(39.3490448, -84.37216187)","(41.39585114, -73.45462036)","(41.39585114, -73.45462036)",,"(41.39585114, -73.45462036)",,,
Harvey,,,"(41.78661728, -90.13230896)","(41.78661728, -90.13230896)","(41.8142395, -87.89003754)","(41.78661728, -90.13230896)",,"(41.8142395, -87.89003754)","(41.78661728, -90.13230896)",,
San Bernardino,,"(34.0776062, -117.240181)","(34.11592865, -117.2950821)","(34.16575623, -117.2786484)","(34.17206955, -117.3517761)","(34.17206955, -117.3517761)","(34.11592865, -117.2950821)","(34.11592865, -117.2950821)","(34.0776062, -117.240181)","(34.16956329, -117.3050308)","(34.16956329, -117.3050308)"
Round Rock,,"(30.48217011, -97.67556763)","(31.9233799, -106.4266281)","(32.83720017, -97.49458313)",,"(31.9233799, -106.4266281)",,"(30.47071457, -97.64977264)",,"(30.50919151, -97.71290588)",
Mechanicsburg,,"(40.21145248, -77.0072937)","(40.21145248, -77.0072937)","(40.21145248, -77.0072937)","(40.21145248, -77.0072937)","(40.21145248, -77.0072937)",,"(40.21145248, -77.0072937)","(40.21145248, -77.0072937)",,
Yauco,,"(18.03334045, -66.85192108)","(18.03334045, -66.85192108)","(18.03334045, -66.85192108)","(18.03334045, -66.85192108)","(18.03334045, -66.85192108)",,,"(18.03334045, -66.85192108)",,
Ponce,,"(18.00682068, -66.63586426)","(18.00682068, -66.63586426)","(18.00682068, -66.63586426)",,"(18.00682068, -66.63586426)",,,,,
Carolina,,"(34.2188797, -80.69784546)","(39.49591446, -98.98998261)","(18.40143013, -65.97364807)","(34.2188797, -80.69784546)","(38.79130554, -77.64980316)",,"(18.40143013, -65.97364807)","(18.40143013, -65.97364807)","(18.40143013, -65.97364807)",
Toa Alta,,,"(18.37145042, -66.20330811)",,,"(18.37145042, -66.20330811)",,"(18.37145042, -66.20330811)",,,"(18.37145042, -66.20330811)"
Lewisville,,"(32.98721314, -96.98584747)","(32.98721314, -96.98584747)","(32.98721314, -96.98584747)","(32.98721314, -96.98584747)","(32.98721314, -96.98584747)",,,,,
Cypress,,"(35.57210541, -120.9117966)","(33.82881546, -118.0381622)","(34.82376099, -118.2711182)","(35.57210541, -120.9117966)","(33.82881546, -118.0381622)",,,"(33.82881546, -118.0381622)",,
Tinley Park,,"(41.58910751, -87.84508514)","(41.58747864, -87.78235626)","(41.55490494, -87.8025589)","(41.58747864, -87.78235626)","(41.58747864, -87.78235626)",,"(41.58910751, -87.84508514)","(41.58747864, -87.78235626)","(41.55490494, -87.8025589)",
Fargo,,"(46.84161377, -96.8080368)","(46.84161377, -96.8080368)","(46.84161377, -96.8080368)","(46.84161377, -96.8080368)","(46.84161377, -96.8080368)",,"(46.84161377, -96.8080368)",,,
Dundalk,,"(33.8795166, -117.8717194)","(39.264534, -76.46411896)","(33.8795166, -117.8717194)","(39.26262665, -76.52140808)","(39.26262665, -76.52140808)","(39.26384354, -76.5267334)",,,,
Irwin,,"(39.79999924, -76.31359863)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)","(40.32811356, -79.70446014)",,
Crown Point,,"(41.43119431, -87.35298157)","(41.43119431, -87.35298157)","(41.43119431, -87.35298157)","(41.43119431, -87.35298157)","(41.43119431, -87.35298157)",,,"(41.43119431, -87.35298157)",,
Lawton,,"(33.91519928, -118.3710251)","(34.62159348, -98.46929169)","(34.62159348, -98.46929169)","(34.62159348, -98.46929169)","(34.62159348, -98.46929169)",,"(34.62159348, -98.46929169)","(34.62159348, -98.46929169)",,
Arlington Heights,,"(42.13397598, -87.98233032)","(42.1194458, -87.98033142)","(42.13397598, -87.98233032)","(42.1194458, -87.98033142)","(42.1194458, -87.98033142)",,,,,
Morrisville,,"(35.81321335, -78.87046814)","(40.20738983, -74.79347992)","(35.81321335, -78.87046814)","(40.23653793, -74.86682129)","(40.23653793, -74.86682129)","(40.20738983, -74.79347992)","(40.20738983, -74.79347992)","(40.20738983, -74.79347992)",,
Berwyn,,"(41.82088471, -87.80252838)","(41.83079147, -87.80297852)","(41.85078049, -87.79634094)","(41.85078049, -87.79634094)","(41.83079147, -87.80297852)",,,,,
Temecula,,"(33.48989487, -117.0557785)","(33.50244904, -117.1325531)","(33.50244904, -117.1325531)","(33.48989487, -117.0557785)","(33.48989487, -117.0557785)",,,,,
Marrero,,"(29.81035423, -90.11200714)","(29.90919495, -90.09037781)","(29.90919495, -90.09037781)","(29.90017891, -90.10057068)","(29.89335632, -90.0963974)",,,,"(29.89335632, -90.0963974)",
Jonesboro,,"(35.82093811, -90.63085938)","(35.82120132, -90.6701355)","(35.82094193, -90.63130951)","(25.91904068, -97.45480347)","(35.82120132, -90.6701355)",,"(35.85791779, -90.65527344)","(35.80326462, -90.77160645)","(35.85791779, -90.65527344)",
Fountain Valley,,"(33.70921326, -117.9488144)","(33.70921326, -117.9488144)","(33.70921326, -117.9488144)","(33.70921326, -117.9488144)","(33.70921326, -117.9488144)",,"(33.70921326, -117.9488144)","(33.70921326, -117.9488144)",,"(33.70921326, -117.9488144)"
Las Cruces,,"(32.31484985, -106.7903061)","(32.25534058, -106.7275696)","(32.31484985, -106.7903061)","(32.31056595, -106.7821274)","(32.31484985, -106.7903061)",,"(32.28598785, -106.7935333)","(32.31056595, -106.7821274)",,
South Ozone Park,,"(40.67713928, -73.86260223)","(40.67544937, -73.81114197)","(40.67544937, -73.81114197)","(40.87201309, -73.87233734)","(40.67544937, -73.81114197)","(40.67544937, -73.81114197)","(40.67544937, -73.81114197)","(40.67544937, -73.81114197)",,
Pacoima,,"(34.26102829, -118.4290619)","(34.47901917, -117.3552856)","(34.47901917, -117.3552856)",,"(34.24891663, -118.4359055)",,"(34.47901917, -117.3552856)","(34.47901917, -117.3552856)","(34.47901917, -117.3552856)","(34.47901917, -117.3552856)"
Milford,,"(41.1966362, -73.08577728)","(41.26742172, -73.26482391)","(41.18033218, -73.09661102)","(41.20129395, -73.08868408)","(41.1966362, -73.08577728)",,"(41.1966362, -73.08577728)","(41.1887207, -73.0947113)",,
Mission,,"(26.2028904, -98.30095673)","(26.20765114, -98.32138062)","(26.21952248, -98.36013794)","(26.20306206, -98.30255127)","(26.20765114, -98.32138062)",,,"(26.20306206, -98.30255127)",,
Clearfield,,"(41.09803391, -111.9948654)","(41.09803391, -111.9948654)","(41.13985825, -112.1206818)","(41.13985825, -112.1206818)","(41.13985825, -112.1206818)",,"(41.09803391, -111.9948654)","(41.13984299, -112.0788116)","(41.09803391, -111.9948654)",
Hendersonville,,"(36.30838013, -86.62832642)","(36.29242706, -86.61682892)","(36.29242706, -86.61682892)",,"(36.29242706, -86.61682892)",,"(36.29242706, -86.61682892)",,,"(36.38568878, -86.57008362)"
Reynoldsburg,,"(39.95420075, -82.8127594)","(39.95420075, -82.8127594)","(39.95420075, -82.8127594)","(39.95420075, -82.8127594)","(39.95420075, -82.8127594)",,"(39.95420075, -82.8127594)","(39.95420075, -82.8127594)",,
San Pedro,,"(33.73786926, -118.2846069)","(33.73786926, -118.2846069)","(33.73786926, -118.2846069)","(33.73786926, -118.2846069)","(33.73786926, -118.2846069)",,,"(37.59721756, -122.0674133)",,
Greensburg,,"(40.3028183, -79.54406738)","(40.42652893, -79.84751892)","(40.3028183, -79.54406738)",,"(40.42652893, -79.84751892)",,"(40.3028183, -79.54406738)","(40.3028183, -79.54406738)",,
Cerritos,,"(33.81034088, -117.9689102)","(33.80983353, -118.0256958)","(33.80983353, -118.0256958)","(33.84814072, -118.0937958)","(33.84814072, -118.0937958)","(33.80986023, -118.0200806)","(33.810112, -118.0015488)","(33.82807922, -118.1775513)",,
Cary,,"(35.78422928, -78.79259491)","(35.76636124, -78.78697205)","(35.76636124, -78.78697205)","(35.76636124, -78.78697205)","(35.78422928, -78.79259491)",,,,"(35.76636124, -78.78697205)",
Palatine,,"(42.11053467, -88.09381867)","(42.11032867, -88.04152679)","(42.111866, -88.04871368)","(42.111866, -88.04871368)","(42.111866, -88.04871368)",,"(42.11032867, -88.04152679)","(42.11032867, -88.04152679)",,"(42.111866, -88.04871368)"
Mesquite,,"(32.80532837, -96.62866211)","(32.81474686, -96.63719177)","(32.78041458, -96.60680389)","(32.78041458, -96.60680389)","(32.80491638, -96.61859131)",,"(32.78041458, -96.60680389)","(32.78041458, -96.60680389)",,
Visalia,,"(36.29843521, -119.3312988)","(36.31933212, -119.2960815)","(36.31933212, -119.2960815)","(36.31933212, -119.2960815)","(36.2913971, -119.3086929)","(36.31933212, -119.2960815)","(36.31933212, -119.2960815)",,,
O Fallon,,"(38.80664825, -90.70192719)","(38.81694412, -90.67329407)","(38.81694412, -90.67329407)","(38.80664825, -90.70192719)","(38.80664825, -90.70192719)",,,,,
Victorville,,"(34.50645447, -117.4476776)","(34.50935745, -117.3302917)","(34.50935745, -117.3302917)","(34.50935745, -117.3302917)","(34.50935745, -117.3302917)",,"(34.50935745, -117.3302917)","(34.50935745, -117.3302917)",,
Bristol,,"(40.17682266, -75.00785065)","(40.17682266, -75.00785065)","(42.77547073, -83.3214798)","(41.67665863, -72.94724274)","(40.17682266, -75.00785065)","(41.68669891, -72.89073944)","(41.68669891, -72.89073944)","(40.17682266, -75.00785065)",,
Sandusky,,"(41.43588638, -82.74632263)","(41.44783402, -82.8425293)","(41.44783402, -82.8425293)","(41.43588638, -82.74632263)","(41.44783402, -82.8425293)",,"(41.43037415, -82.71631622)","(41.43588638, -82.74632263)",,
